@relation data

@attribute Class {DCIC,Fettgewebe,Gef‰ﬂ,Kalk,Mikrokalk,Nerv,'Normales Mammaepithel',Stroma,Tumor}
@attribute 'H - Q25' numeric
@attribute 'H - Median' numeric
@attribute 'H - Q75' numeric
@attribute 'E - Q25' numeric
@attribute 'E - Median' numeric
@attribute 'E - Q75' numeric
@attribute CountCores numeric
@attribute CountLumina numeric
@attribute MidCoresSize numeric
@attribute MeanCoresSize numeric
@attribute Q25CoresSize numeric
@attribute Q75CoresSize numeric
@attribute MidLuminaSize numeric
@attribute MeanLuminaSize numeric
@attribute Q25LuminaSize numeric
@attribute Q75LuminaSize numeric
@attribute DensityCores numeric
@attribute MidFormFactorCores numeric
@attribute MeanFormFactorCores numeric
@attribute Q25FormFactorCores numeric
@attribute Q75FormFactorCores numeric
@attribute MidFormFactorLuminaWithSize numeric
@attribute MeanFormFactorLuminaWithSize numeric
@attribute Q25FormFactorLuminaWithSize numeric
@attribute Q75FormFactorLuminaWithSize numeric
@attribute MidDensityLuminaCoresInNear numeric
@attribute MeanDensityLuminaCoresInNear numeric
@attribute Q25DensityLuminaCoresInNear numeric
@attribute Q75DensityLuminaCoresInNear numeric
@attribute MidDensityFormFactorLuminaCoresInNear numeric
@attribute MeanDensityFormFactorLuminaCoresInNear numeric
@attribute Q25DensityFormFactorLuminaCoresInNear numeric
@attribute Q75DensityFormFactorLuminaCoresInNear numeric

@data
Gef‰ﬂ,0,0,13,35,56,81,4766,196092,475,364,212,564,148303,898,778,3539,4766,22,20,16,26,311,8,5,13,663,113,75,348,142422,13855,5578,35705
Gef‰ﬂ,0,0,9,13,33,66,5320,303280,392,288,165,469,250956,250956,250956,250956,5320,22,19,18,28,1845,1845,1845,1845,8095,8095,8095,8095,550388,550388,550388,550388
Gef‰ﬂ,0,0,5,21,37,56,5034,95658,331,229,178,508,87157,87157,87157,87157,5034,24,24,17,29,2093,2093,2093,2093,5810,5810,5810,5810,120929,120929,120929,120929
Gef‰ﬂ,0,0,7,24,43,70,3489,69795,383,381,284,457,59629,59629,59629,59629,3489,22,19,17,28,1601,1601,1601,1601,4586,4586,4586,4586,85397,85397,85397,85397
Gef‰ﬂ,0,14,46,25,76,113,3307,10393,322,320,159,473,4430,4312,852,6745,3307,22,22,17,24,42,21,7,41,559,540,170,757,36114,38841,13765,60277
Gef‰ﬂ,0,0,9,20,37,55,1478,7392,174,157,125,209,6509,6509,6509,6509,1478,26,19,19,30,115,115,115,115,1301,1301,1301,1301,36824,36824,36824,36824
Gef‰ﬂ,13,33,70,33,59,82,2614,6972,577,663,245,993,3143,3134,1459,4837,2614,23,21,19,33,18,19,11,24,428,391,291,604,41958,53968,11085,60823
Kalk,23,79,115,39,168,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kalk,42,62,84,119,165,181,1311,0,159,162,156,162,0,0,0,0,1311,31,41,22,41,0,0,0,0,0,0,0,0,0,0,0,0
Kalk,74,109,144,156,197,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kalk,109,180,208,92,162,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kalk,74,118,151,96,149,178,0,4992,0,0,0,0,706,706,706,706,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0
Kalk,68,103,141,141,193,225,3708,14835,1161,1144,936,2272,542,542,542,542,3708,33,34,24,56,3,3,3,3,271,271,271,271,21937,21937,21937,21937
Kalk,99,136,169,160,211,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kalk,45,84,102,94,106,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kalk,116,169,182,106,150,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kalk,65,100,138,108,125,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kalk,50,81,114,151,174,189,434,0,198,274,108,326,0,0,0,0,434,29,30,29,33,0,0,0,0,0,0,0,0,0,0,0,0
Kalk,90,145,180,98,145,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kalk,55,83,115,137,180,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kalk,0,20,44,38,105,148,1773,4433,906,110,74,516,1472,2026,919,2026,1773,23,23,23,25,11,12,11,12,317,405,229,405,21608,34738,8478,34738
Kalk,13,47,76,68,122,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kalk,27,48,67,118,150,164,3496,0,161,161,161,161,0,0,0,0,3496,23,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0
Kalk,45,63,81,136,152,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kalk,0,27,59,30,72,145,0,5850,0,0,0,0,2776,2776,2776,2776,0,0,0,0,0,14,14,14,14,0,0,0,0,0,0,0,0
Kalk,118,143,167,98,139,154,1000,0,354,322,96,915,0,0,0,0,1000,28,29,22,46,0,0,0,0,0,0,0,0,0,0,0,0
Kalk,42,77,108,121,138,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mikrokalk,13,13,13,120,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mikrokalk,0,0,0,0,0,0,0,53051812,0,0,0,0,53051812,53051812,53051812,53051812,0,0,0,0,0,1443987,1443987,1443987,1443987,0,0,0,0,0,0,0,0
Mikrokalk,6,16,22,92,98,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nerv,0,10,40,34,56,85,1938,73021,412,276,184,447,49084,3081,1308,142864,1938,22,20,17,24,149,24,5,420,630,342,93,1457,93583,21240,11917,247592
Nerv,0,11,57,51,67,89,1470,213180,411,334,163,553,126031,126031,126031,126031,1470,21,19,17,25,508,508,508,508,1145,1145,1145,1145,141955,141955,141955,141955
Nerv,0,7,33,23,56,90,2703,98230,376,308,198,439,62017,1768,576,1926,2703,21,19,17,24,85,9,5,24,524,202,108,294,161642,21157,5895,26163
Nerv,0,6,25,30,46,70,2683,70320,410,347,210,529,53333,5031,615,40798,2683,23,20,18,25,227,53,4,198,718,335,47,849,79769,15717,4177,87411
Nerv,0,6,25,31,55,83,2703,54755,348,265,167,388,37660,7470,3015,137334,2703,21,19,16,25,180,124,17,570,772,622,201,2145,78222,18854,18709,258222
Nerv,0,6,34,36,52,80,2247,95653,490,399,242,631,67280,2295,1084,5150,2247,25,23,18,29,199,9,4,44,538,156,70,271,77310,15629,6683,45428
Nerv,0,3,26,30,44,64,2616,125600,399,339,170,618,98155,98155,98155,98155,2616,23,22,18,27,1115,1115,1115,1115,2804,2804,2804,2804,123417,123417,123417,123417
'Normales Mammaepithel',14,51,115,61,97,121,1583,11403,548,332,265,650,1898,1964,1601,2225,1583,25,18,16,26,24,13,10,18,141,117,114,185,9019,6708,2401,13334
'Normales Mammaepithel',3,26,77,42,79,115,1947,8440,440,405,290,572,3023,1652,957,4419,1947,20,18,16,23,13,13,6,21,173,148,95,244,25429,19389,4383,32257
'Normales Mammaepithel',21,57,109,63,93,118,1239,7124,307,265,176,427,712,756,658,894,1239,20,20,16,21,9,11,7,15,69,89,63,90,3579,2552,2178,7876
'Normales Mammaepithel',3,31,85,42,87,122,2010,9947,478,450,300,573,3277,1278,686,5690,2010,19,18,16,22,17,10,5,21,199,128,60,327,19652,16084,3865,29342
'Normales Mammaepithel',0,18,68,54,91,124,1732,11026,353,293,203,404,3379,1336,848,4519,1732,21,19,16,24,14,6,4,17,133,95,83,195,27542,7899,4810,24023
'Normales Mammaepithel',6,30,74,30,62,91,2098,19120,382,307,195,453,8080,793,578,4151,2098,20,18,16,22,29,7,3,13,198,79,48,193,25569,7614,3929,17830
'Normales Mammaepithel',4,18,43,19,40,65,3172,27143,359,291,190,406,18761,3365,827,15005,3172,22,20,17,25,140,52,6,263,484,177,91,473,34614,13328,3514,23742
'Normales Mammaepithel',4,35,101,20,49,84,1824,10446,408,311,195,429,5093,1987,621,11068,1824,22,20,16,25,46,14,4,58,230,105,60,395,22330,8479,3038,26453
'Normales Mammaepithel',0,10,53,48,81,106,2436,18340,475,338,194,593,7510,994,609,1874,2436,23,21,16,28,10,7,5,9,241,78,50,165,119543,5760,2760,14331
'Normales Mammaepithel',0,18,75,46,82,117,1918,8272,383,302,186,540,3226,1530,1124,3000,1918,21,19,16,25,11,9,7,14,143,92,73,190,35156,8311,6137,21512
Stroma,0,14,34,27,47,67,10116,65034,513,423,212,669,45967,1447,945,2884,10116,23,21,17,27,78,10,6,18,1298,480,206,1110,302210,45803,11648,60186
Stroma,0,0,9,26,37,52,7545,558372,591,419,224,663,498098,498098,498098,498098,7545,25,23,17,31,7131,7131,7131,7131,19157,19157,19157,19157,669020,669020,669020,669020
Stroma,0,0,10,25,35,51,8543,536133,507,413,238,601,467682,3959,1085,9968,8543,22,20,16,26,1130,25,4,104,2153,359,63,693,425749,18699,9572,92678
Stroma,8,27,56,42,61,79,3475,16930,420,327,209,468,8052,1628,730,2664,3475,22,21,17,25,9,6,4,14,317,173,92,325,165938,22296,10338,56822
Stroma,0,0,10,25,36,53,7031,222444,471,382,231,542,189386,800,626,2215,7031,21,19,17,24,1087,6,4,11,1672,79,66,322,144334,9515,4979,24576
Stroma,2,14,31,54,68,83,6485,78751,543,462,214,656,43733,2080,933,8711,6485,25,22,19,29,38,9,2,25,927,224,102,967,492423,29570,14401,162378
Stroma,0,0,8,28,38,50,8420,193669,430,323,188,558,176514,352356,672,352356,8420,22,20,18,23,1867,3725,9,3725,5506,10677,336,10677,258616,504945,12288,504945
Stroma,10,29,63,41,62,80,3129,24364,518,393,218,652,11491,898,643,1862,3129,23,20,17,28,11,6,4,9,167,83,47,162,83364,6827,3456,17472
Stroma,0,15,40,54,70,88,4123,27659,476,347,204,582,14117,929,679,2277,4123,23,21,17,26,12,5,4,8,282,164,84,220,176094,13334,6536,30742
Stroma,1,16,38,39,62,84,4752,46013,438,321,201,576,26613,1008,583,1649,4752,23,20,17,26,14,6,4,8,409,106,61,183,260787,8902,4957,20287
Stroma,0,17,46,39,70,101,3617,22420,444,338,206,536,10370,1154,732,2454,3617,23,20,17,26,10,6,3,10,184,121,72,223,67450,12513,5951,30664
Stroma,7,26,54,31,57,80,3099,12077,384,260,170,443,5930,1639,718,2474,3099,22,20,16,27,21,7,5,11,277,155,86,255,72296,14938,6988,30498
Stroma,0,10,29,31,54,74,7517,93213,386,257,162,465,63997,1114,596,2523,7517,23,20,17,25,67,6,4,8,790,180,88,355,364101,16155,6927,36650
Stroma,0,17,43,39,60,82,4073,33750,484,387,229,646,19230,932,727,1328,4073,23,20,17,27,12,5,4,8,207,76,55,176,121537,9004,3696,14708
Stroma,0,0,14,27,46,74,5338,284776,505,381,216,614,221898,813,625,1308,5338,23,20,17,26,1127,6,3,11,648,101,71,176,65577,7542,3977,17651
Stroma,2,23,64,61,96,128,2391,13990,469,355,218,563,3757,1223,738,2621,2391,22,19,16,26,11,6,4,11,169,110,66,193,40997,10432,5182,25502
Stroma,0,0,3,22,30,38,15080,648480,285,226,100,373,634295,634295,634295,634295,15080,23,23,19,26,15736,15736,15736,15736,30204,30204,30204,30204,608735,608735,608735,608735
Stroma,0,2,13,12,22,35,7907,983196,423,329,213,487,904027,811,512,2710758,7907,21,19,16,25,8322,7,6,24953,7295,270,102,21513,396209,16407,3672,1168550
Stroma,0,7,33,9,30,73,8476,43375,342,284,185,415,29659,1077,705,2006,8476,20,18,16,23,27,6,4,11,888,370,131,701,322146,29923,11324,83502
Stroma,0,0,8,21,31,48,6791,1180515,554,421,227,708,1052607,944,694,3929,6791,23,21,17,28,10825,12,5,74,5675,236,88,453,275581,16440,4035,20708
Stroma,3,26,65,57,92,132,2306,9227,739,351,260,938,2880,1416,1233,2644,2306,25,24,21,30,9,5,4,9,366,437,307,440,75641,45213,22487,113805
Stroma,0,0,6,16,27,42,8053,676519,458,373,184,536,614145,784,557,1379,8053,25,23,18,29,4738,7,7,12,4444,87,81,92,287954,4392,4366,9164
Stroma,0,7,31,27,50,84,4109,208806,558,400,212,662,142577,1008,673,1487,4109,24,22,18,29,343,10,4,18,558,120,93,190,98852,4271,3034,11163
Stroma,0,0,4,16,24,33,10893,871454,273,256,162,371,841393,841393,841393,841393,10893,23,22,18,27,16003,16003,16003,16003,20033,20033,20033,20033,526616,526616,526616,526616
Stroma,0,0,9,24,35,51,9393,589249,473,382,223,565,517056,806,626,2395,9393,22,20,17,25,4941,9,4,33,6274,79,66,266,330146,8274,4979,14147
Stroma,8,23,41,40,58,73,5552,25340,471,383,187,604,14541,937,634,2101,5552,24,21,18,28,12,5,3,11,437,175,96,420,185288,17207,8991,32766
Tumor,0,10,48,36,63,105,2158,44252,423,308,191,509,24790,48882,699,48882,2158,21,20,17,27,167,333,2,333,712,1286,139,1286,56112,94249,17975,94249
Tumor,0,8,41,42,69,108,2084,189728,462,280,168,487,103377,103377,103377,103377,2084,24,21,17,30,124,124,124,124,1148,1148,1148,1148,477577,477577,477577,477577
Tumor,0,0,19,45,59,104,4494,13482,650,480,383,1088,9040,9040,9040,9040,4494,18,17,15,23,79,79,79,79,3013,3013,3013,3013,170332,170332,170332,170332
Tumor,0,5,44,36,73,109,3031,26269,515,503,245,693,13394,6254,1310,32619,3031,22,21,17,24,21,18,12,35,728,694,131,1359,269222,174757,4699,628211
Tumor,0,9,55,41,63,108,0,5180,0,0,0,0,3110,3110,3110,3110,0,0,0,0,0,11,11,11,11,0,0,0,0,0,0,0,0
Tumor,0,19,65,37,74,110,1839,4292,522,358,239,486,2028,1465,1240,3380,1839,30,33,23,36,18,12,6,37,299,209,206,482,31595,23495,3437,67853
Tumor,0,0,14,13,58,103,3754,8760,781,784,149,993,5701,1928,1616,13559,3754,24,22,15,35,49,19,7,122,914,482,323,1937,54932,33618,23567,107611
Tumor,0,19,67,37,80,118,1984,8930,528,348,251,494,3455,5181,1729,5181,1984,21,21,15,23,17,22,12,22,503,575,432,575,68549,120359,16739,120359
Tumor,0,9,49,28,66,123,2907,20349,627,583,420,858,10614,10614,10614,10614,2907,21,22,20,23,34,34,34,34,1516,1516,1516,1516,234847,234847,234847,234847
Tumor,0,10,50,48,90,130,4073,6110,690,587,417,1068,2466,2942,1991,2942,4073,17,17,15,19,10,10,10,10,821,980,663,980,97660,135122,60198,135122
Tumor,0,0,19,28,58,113,13200,13200,1261,1261,1261,1261,8192,8192,8192,8192,13200,18,18,18,18,62,62,62,62,8192,8192,8192,8192,536060,536060,536060,536060
Tumor,0,6,42,10,35,108,5740,11480,401,703,100,703,7247,7247,7247,7247,5740,20,20,20,20,24,24,24,24,3623,3623,3623,3623,546534,546534,546534,546534
Tumor,0,9,39,38,67,112,4361,17446,673,978,366,1220,10079,10079,10079,10079,4361,23,25,21,31,27,27,27,27,2519,2519,2519,2519,455036,455036,455036,455036
Tumor,0,24,87,55,107,141,2221,6664,812,649,472,1193,1993,1805,799,3375,2221,25,22,19,32,13,12,11,17,277,257,199,375,20201,18422,6692,35491
Tumor,0,20,62,57,102,130,1419,14196,406,431,268,487,4206,4206,4206,4206,1419,20,20,17,23,17,17,17,17,420,420,420,420,50008,50008,50008,50008
Tumor,0,1,20,32,56,81,3776,275683,483,377,230,584,203697,854,681,3596,3776,23,20,17,26,594,11,6,26,1102,122,86,149,183754,4173,1968,40048
Tumor,0,1,31,21,81,122,2748,9163,714,422,260,527,4391,779,712,11682,2748,20,21,18,24,19,18,5,35,455,101,97,1168,66570,7085,2002,190624
Tumor,0,0,13,50,81,108,4525,23921,562,448,315,722,12925,2492,893,22389,4525,22,20,16,26,43,7,3,124,742,223,207,1445,237353,35464,16837,204361
Tumor,0,0,14,30,57,81,4875,225010,490,399,239,586,171920,1237,763,1861,4875,22,19,16,25,551,10,6,14,1389,155,83,206,217244,13195,4564,34221
Tumor,0,25,85,52,107,142,2053,3080,1211,537,292,2806,936,1367,505,1367,2053,28,30,23,32,5,9,2,9,311,455,168,455,24203,32058,16349,32058
Tumor,0,8,53,59,113,141,1786,11316,478,453,225,719,3275,2079,1469,6278,1786,20,16,15,19,23,26,7,36,300,183,148,570,24464,19060,5734,48600
Tumor,0,17,82,61,95,139,0,3220,0,0,0,0,1329,1329,1329,1329,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0
Tumor,0,0,15,31,54,88,4259,711418,587,488,291,717,508379,508379,508379,508379,4259,24,20,17,28,1029,1029,1029,1029,4382,4382,4382,4382,1081973,1081973,1081973,1081973
Tumor,0,0,16,35,55,94,3882,104832,522,467,290,688,71968,791,746,285731,3882,21,20,17,25,868,3,3,3465,1758,113,62,6803,76884,12905,9278,280428
Tumor,0,0,10,21,47,98,10045,50225,531,358,261,499,35100,35100,35100,35100,10045,24,25,23,25,306,306,306,306,7020,7020,7020,7020,402349,402349,402349,402349
Tumor,0,0,9,33,47,76,5613,75776,549,372,267,484,59274,117780,769,117780,5613,23,20,16,28,1111,2209,13,2209,4254,8412,96,8412,113460,224274,2646,224274
Tumor,7,38,103,69,116,151,2432,8512,560,467,308,636,1753,2234,894,3386,2432,22,22,18,23,17,29,9,29,252,250,178,423,18646,24646,6519,37345
Tumor,0,0,20,9,47,96,0,8211,0,0,0,0,5705,5705,5705,5705,0,0,0,0,0,35,35,35,35,0,0,0,0,0,0,0,0
Tumor,0,0,11,17,50,87,5969,35814,593,596,380,705,25720,50581,860,50581,5969,23,19,16,34,132,241,24,241,2250,4215,286,4215,223154,441359,4949,441359
Tumor,0,7,34,33,55,87,5468,101175,687,493,222,895,66247,131988,507,131988,5468,21,19,16,25,131,259,4,259,2083,4124,42,4124,525573,1048986,2161,1048986
Tumor,0,20,68,47,81,116,0,7128,0,0,0,0,2707,2707,2707,2707,0,0,0,0,0,13,13,13,13,0,0,0,0,0,0,0,0
Tumor,0,8,60,52,79,117,2971,17826,771,524,375,922,8633,4845,1053,20002,2971,23,22,17,28,32,13,3,81,548,403,131,1111,76684,72430,20792,136830
Tumor,0,15,67,69,103,130,1757,9370,557,544,379,648,2750,3576,825,3850,1757,20,18,16,25,19,15,3,40,331,296,103,596,25419,26607,12845,36807
Tumor,0,7,40,36,65,110,2700,25205,564,520,307,706,14024,19570,557,21947,2700,20,19,17,22,39,53,9,57,572,812,55,850,104147,154279,1697,156467
Tumor,0,18,69,65,106,140,1851,12036,491,326,173,445,3481,5025,1937,5025,1851,22,21,18,23,17,27,7,27,402,628,176,628,39503,57066,21941,57066
Tumor,0,12,109,54,90,133,1973,7893,581,675,367,928,3330,4044,1305,4643,1973,19,16,15,25,10,13,4,14,345,422,108,505,52724,70845,15455,71874
Tumor,0,2,17,21,36,57,4702,37620,399,356,253,484,32043,32043,32043,32043,4702,21,22,18,23,914,914,914,914,4005,4005,4005,4005,70164,70164,70164,70164
Tumor,0,1,19,34,55,82,5269,94855,473,492,160,659,68048,68048,68048,68048,5269,21,19,17,24,446,446,446,446,3780,3780,3780,3780,287763,287763,287763,287763
Tumor,14,48,98,29,68,109,1863,21291,390,327,238,485,7614,3177,676,16284,1863,21,20,16,25,27,19,13,36,251,298,58,353,77670,15280,4691,123009
Tumor,1,39,100,67,107,143,1383,16598,529,401,180,774,4251,4798,1093,6863,1383,24,21,18,30,14,16,7,21,213,254,121,266,30600,29961,9161,52680
Tumor,0,12,48,29,48,81,0,2024,0,0,0,0,1313,1313,1313,1313,0,0,0,0,0,10,10,10,10,0,0,0,0,0,0,0,0
Tumor,0,5,24,30,44,71,6560,22962,1183,908,372,1960,17250,33863,638,33863,6560,26,22,18,31,115,225,5,225,2578,4837,319,4837,191383,363506,19260,363506
Tumor,5,48,90,92,119,148,1317,18447,547,476,192,629,1409,1409,1409,1409,1317,25,22,17,31,20,20,20,20,234,234,234,234,7898,7898,7898,7898
Tumor,0,10,36,24,55,85,4060,6090,893,497,473,1709,3848,6777,919,6777,4060,24,19,18,35,38,70,6,70,1359,2259,459,2259,70705,109107,32303,109107
Tumor,0,21,96,69,102,133,2100,8400,709,529,479,739,2464,2458,1191,3575,2100,20,17,16,22,12,11,7,20,256,223,170,357,24860,23220,12888,31449
Tumor,0,7,80,48,88,133,2283,4567,640,637,561,854,2094,2260,1928,2260,2283,19,19,19,21,14,19,10,19,523,565,482,565,38573,43642,33505,43642
Tumor,1,25,95,53,95,132,2964,15808,632,601,337,810,5261,987,604,1784,2964,22,18,16,28,15,6,3,9,296,198,69,246,47730,13257,6584,28631
Tumor,0,6,42,32,58,96,3220,22540,676,866,273,956,14344,14344,14344,14344,3220,22,20,19,25,42,42,42,42,2049,2049,2049,2049,348939,348939,348939,348939
Tumor,0,0,18,31,46,72,4850,84889,691,365,191,917,65367,126639,4096,126639,4850,25,20,17,32,1197,2307,88,2307,2776,4870,682,4870,74750,133667,15834,133667
Tumor,0,16,64,54,88,130,1607,31620,487,272,157,577,12322,14458,530,21978,1607,25,23,19,30,31,43,5,47,324,352,27,594,68815,53589,1268,151588
Tumor,7,66,145,84,118,150,1756,9482,700,296,195,1295,1748,1781,1584,2151,1756,24,20,18,30,11,11,9,12,210,161,141,226,17568,11549,11163,18682
Tumor,0,21,100,49,99,140,2925,5266,821,636,509,1060,1936,1142,840,3159,2925,25,21,18,29,9,7,4,15,363,280,223,526,37019,29017,16326,45776
Tumor,0,23,83,60,97,140,1595,17014,496,251,119,643,6033,6113,4646,7342,1595,25,22,20,29,22,19,14,35,336,319,309,382,49895,36269,33286,80132
Tumor,0,17,75,45,86,132,2360,7082,758,638,325,1345,3203,4752,1899,5276,2360,23,22,18,27,21,24,12,40,397,594,237,659,30754,42672,18523,56500
Tumor,0,9,72,50,90,143,3410,17052,885,591,293,698,7330,7330,7330,7330,3410,18,17,17,18,20,20,20,20,1466,1466,1466,1466,263397,263397,263397,263397
Tumor,0,15,60,48,91,131,1583,6860,506,277,163,487,2762,2242,554,5490,1583,21,19,17,24,9,8,3,18,236,172,79,457,32110,22946,6592,66792
Tumor,0,8,49,27,74,130,6804,6804,2152,3684,621,3684,3526,4826,2226,4826,6804,29,36,23,36,27,51,4,51,1763,2413,1113,2413,180911,248695,113127,248695
Tumor,0,8,55,42,79,118,2762,23944,621,555,236,831,11258,2496,673,30605,2762,21,19,16,21,67,10,3,188,556,226,112,1330,48682,26797,11358,107892
Tumor,0,22,74,56,106,133,0,4578,0,0,0,0,1340,1866,815,1866,0,0,0,0,0,6,10,3,10,0,0,0,0,0,0,0,0
Tumor,0,0,8,28,39,53,9190,505467,539,342,216,508,452180,452180,452180,452180,9190,25,23,18,30,5202,5202,5202,5202,16747,16747,16747,16747,727769,727769,727769,727769
Tumor,0,0,14,23,44,73,4868,170414,529,408,192,639,133323,133323,133323,133323,4868,21,19,17,27,925,925,925,925,4937,4937,4937,4937,355804,355804,355804,355804
Tumor,0,0,11,39,62,93,5617,64380,440,366,181,516,44778,844,732,2410,5617,21,19,16,23,61,5,3,11,664,226,77,366,206152,20077,7797,30875
Tumor,0,21,80,50,95,130,2451,16345,912,547,394,1212,5671,5995,2800,8218,2451,24,22,17,29,23,17,12,40,476,483,280,666,63875,49302,30681,111643
Tumor,0,2,28,30,53,92,3241,45377,561,457,298,733,30257,1505,1192,3152,3241,21,20,16,25,118,28,5,34,702,175,150,301,85749,12861,8033,16216
Tumor,0,23,103,8,88,144,11760,11760,197,197,197,197,5152,5152,5152,5152,11760,19,19,19,19,32,32,32,32,5152,5152,5152,5152,402201,402201,402201,402201
Tumor,0,0,18,33,50,85,4488,246840,727,581,308,940,177557,671,522,531478,4488,24,22,17,30,488,3,1,1460,1999,55,37,5905,362536,7190,6194,1074226
Tumor,18,53,100,27,64,111,1939,17209,371,286,158,460,6584,8335,1119,15330,1939,20,18,15,23,16,20,7,26,268,229,84,490,60496,27089,4939,114333
Tumor,28,66,143,53,84,119,1262,8658,415,293,165,508,1556,1848,659,2133,1262,20,18,15,24,7,6,5,12,123,95,50,184,13827,12033,4282,25665
Tumor,9,40,98,48,85,124,2473,12890,622,407,196,695,3954,1088,768,3361,2473,26,22,19,30,11,7,4,14,224,121,67,315,77810,9543,4442,29297
Tumor,17,52,127,41,74,115,1571,12443,442,283,186,541,4174,2138,1354,5625,1571,22,20,16,24,12,8,6,18,220,148,79,351,38077,21448,9439,63171
Tumor,1,26,73,63,95,124,2052,11391,450,368,189,583,3115,1113,651,2574,2052,22,19,16,25,18,8,4,13,383,113,59,212,108385,12009,3969,27350
Tumor,1,25,79,44,83,122,3294,11294,589,422,322,847,4069,2054,909,7014,3294,27,22,18,36,25,12,4,16,405,467,133,684,57304,21592,16783,126251
Tumor,2,32,87,37,101,135,2948,7370,691,375,190,496,2289,2831,1748,2831,2948,38,30,21,46,18,26,11,26,1157,1748,566,1748,81993,133262,30725,133262
Tumor,8,27,68,56,81,117,2271,18972,418,355,227,462,6539,1359,646,2916,2271,22,20,16,25,14,10,8,20,202,79,59,234,97363,6102,3154,13850
Tumor,2,28,72,57,93,127,1948,20722,362,301,183,454,6385,3287,823,14723,1948,21,19,16,26,53,10,5,55,246,144,49,430,31818,12560,5169,36621
Tumor,3,34,90,57,94,129,1719,11462,402,345,255,440,3115,1201,814,3114,1719,21,18,16,24,11,10,5,12,213,85,67,311,32760,10687,3443,38491
Tumor,14,46,97,74,104,131,1727,12952,511,289,160,480,1962,2486,1439,2486,1727,22,18,16,24,16,27,6,27,151,207,95,207,22601,42659,2544,42659
Tumor,0,30,84,62,92,128,2296,12173,452,319,169,500,3301,2567,663,6674,2296,26,23,18,30,9,8,3,13,283,260,168,312,68991,25866,21608,61549
Tumor,0,4,35,28,47,73,3060,73458,722,522,323,1214,53604,53604,53604,53604,3060,22,20,17,26,1020,1020,1020,1020,2552,2552,2552,2552,67060,67060,67060,67060
Tumor,0,0,10,18,29,51,5185,146922,702,485,291,953,121982,654,601,364692,5185,23,21,17,27,2174,7,2,6513,3447,120,93,10130,100265,13152,4035,283609
Tumor,0,0,15,23,35,64,3973,222504,648,573,358,794,176891,176891,176891,176891,3973,21,19,17,24,4280,4280,4280,4280,7370,7370,7370,7370,152284,152284,152284,152284
Tumor,15,41,84,66,93,119,1485,5727,343,275,123,475,1052,723,580,1602,1485,21,21,16,25,7,5,3,8,91,74,71,133,7535,6014,3577,12406
Tumor,10,38,93,65,94,129,1616,9700,331,321,206,407,2283,1927,1669,3075,1616,21,19,15,25,10,7,3,14,141,123,107,166,20665,12948,11899,34035
Tumor,0,0,11,23,32,49,5954,226259,852,696,381,967,194093,194093,194093,194093,5954,22,21,17,25,3261,3261,3261,3261,10215,10215,10215,10215,304004,304004,304004,304004
Tumor,5,29,71,49,81,117,2397,9588,438,366,243,588,3351,1994,501,7793,2397,24,20,17,34,30,7,4,11,264,181,100,415,44727,11675,7869,23392
Tumor,0,0,16,27,39,60,3529,21175,555,588,314,691,17231,17231,17231,17231,3529,21,21,18,23,113,113,113,113,2871,2871,2871,2871,217179,217179,217179,217179
Tumor,0,0,9,21,30,46,6400,395216,661,565,335,812,346494,968,770,1383529,6400,22,20,16,27,2529,12,11,10084,3866,110,88,15203,263123,3823,3410,1042878
Tumor,0,0,12,33,48,81,4517,159602,645,545,300,793,120412,2209,1090,357937,4517,23,20,16,26,1018,24,9,3021,2287,200,155,6507,137463,23492,3433,385465
