@relation data

@attribute Class {DCIC,Fettgewebe,Gef‰ﬂ,Kalk,Mikrokalk,Nerv,'Normales Mammaepithel',Stroma,Tumor}
@attribute 'H - Q25' numeric
@attribute 'H - Median' numeric
@attribute 'H - Q75' numeric
@attribute 'E - Q25' numeric
@attribute 'E - Median' numeric
@attribute 'E - Q75' numeric
@attribute CountCores numeric
@attribute CountLumina numeric
@attribute MidCoresSize numeric
@attribute MeanCoresSize numeric
@attribute Q25CoresSize numeric
@attribute Q75CoresSize numeric
@attribute MidLuminaSize numeric
@attribute MeanLuminaSize numeric
@attribute Q25LuminaSize numeric
@attribute Q75LuminaSize numeric
@attribute DensityCores numeric
@attribute MidFormFactorCores numeric
@attribute MeanFormFactorCores numeric
@attribute Q25FormFactorCores numeric
@attribute Q75FormFactorCores numeric
@attribute MidFormFactorLuminaWithSize numeric
@attribute MeanFormFactorLuminaWithSize numeric
@attribute Q25FormFactorLuminaWithSize numeric
@attribute Q75FormFactorLuminaWithSize numeric
@attribute MidDensityLuminaCoresInNear numeric
@attribute MeanDensityLuminaCoresInNear numeric
@attribute Q25DensityLuminaCoresInNear numeric
@attribute Q75DensityLuminaCoresInNear numeric
@attribute MidDensityFormFactorLuminaCoresInNear numeric
@attribute MeanDensityFormFactorLuminaCoresInNear numeric
@attribute Q25DensityFormFactorLuminaCoresInNear numeric
@attribute Q75DensityFormFactorLuminaCoresInNear numeric

@data
Tumor,0,1,22,23,43,68,2776,8330,523,556,434,579,6463,6463,6463,6463,2776,18,16,16,24,183,183,183,183,2154,2154,2154,2154,37869,37869,37869,37869
Tumor,0,1,23,19,39,74,3515,140625,515,309,213,554,104320,207931,709,207931,3515,24,22,18,29,197,391,4,391,1324,2599,50,2599,347185,689990,4380,689990
Tumor,0,2,52,8,32,106,3442,30978,881,408,124,926,19234,29752,8717,29752,3442,26,24,21,33,122,147,97,147,1082,1652,512,1652,133257,251401,15113,251401
Tumor,0,2,26,26,44,73,2921,26296,537,418,179,830,19554,19554,19554,19554,2921,21,20,17,24,87,87,87,87,2172,2172,2172,2172,243087,243087,243087,243087
Tumor,0,0,15,21,33,62,4256,187295,635,442,259,915,149248,288067,10430,288067,4256,23,21,17,28,879,1672,87,1672,2294,4115,474,4115,191311,354396,28226,354396
Tumor,0,0,12,23,34,56,3889,392832,464,397,207,609,329008,329008,329008,329008,3889,22,20,17,26,4074,4074,4074,4074,6207,6207,6207,6207,250611,250611,250611,250611
Tumor,0,2,30,24,40,76,2839,46373,562,414,280,572,33634,33216,625,67062,2839,23,20,18,26,102,92,5,211,909,1145,125,1457,147712,204614,6994,231530
Tumor,0,3,35,29,47,79,1697,11880,365,367,187,470,8490,16272,709,16272,1697,22,21,17,25,198,387,9,387,613,1162,64,1162,13407,24432,2383,24432
Tumor,0,3,41,45,75,119,3125,28125,717,576,285,907,15517,25531,5503,25531,3125,22,20,16,25,57,79,36,79,892,1418,366,1418,128041,228138,27944,228138
Tumor,0,5,41,38,70,106,2610,40467,611,466,161,820,22867,36347,9388,36347,2610,24,24,20,29,57,59,56,59,846,1172,521,1172,201800,360613,42987,360613
Tumor,0,5,27,31,52,95,3670,57803,582,393,172,727,37875,1166,511,149322,3670,24,21,18,28,83,12,6,313,698,72,51,2619,159018,6271,3356,624533
Tumor,0,0,33,35,63,114,2479,34710,608,407,265,891,20032,20032,20032,20032,2479,23,23,17,26,59,59,59,59,1430,1430,1430,1430,241526,241526,241526,241526
Tumor,0,3,25,26,49,95,2573,68200,477,391,233,594,43644,86662,626,86662,2573,23,20,17,27,919,1835,3,1835,1772,3466,78,3466,44981,81841,8122,81841
Tumor,0,0,13,23,38,68,4312,94875,401,386,283,516,75614,75614,75614,75614,4312,19,18,16,20,2180,2180,2180,2180,6301,6301,6301,6301,109269,109269,109269,109269
Tumor,0,2,28,26,41,83,2829,53766,457,352,296,686,37780,37780,37780,37780,2829,19,17,16,21,1015,1015,1015,1015,2361,2361,2361,2361,43937,43937,43937,43937
Tumor,0,0,14,31,53,81,4237,16950,512,300,287,1208,12857,12857,12857,12857,4237,18,19,18,20,290,290,290,290,3214,3214,3214,3214,71166,71166,71166,71166
Tumor,0,2,30,36,57,94,3220,67624,548,484,263,599,42869,81352,4387,81352,3220,22,22,18,24,77,121,33,121,1097,1936,258,1936,332407,648048,16767,648048
Tumor,0,0,18,31,47,77,3904,82000,529,400,274,610,60864,806,800,951,3904,22,20,17,25,1051,5,4,11,1553,67,57,73,47684,5618,4564,8835
Tumor,0,5,30,24,46,79,5797,44446,564,463,231,721,31217,1240,570,91842,5797,22,22,17,25,137,30,17,364,1523,206,190,4174,177662,4209,3009,525770
Tumor,0,9,34,41,62,97,3780,15120,740,641,402,1671,9746,9746,9746,9746,3780,23,22,19,36,29,29,29,29,2436,2436,2436,2436,408393,408393,408393,408393
Tumor,0,4,25,23,40,72,5624,39368,618,649,288,1037,29812,29812,29812,29812,5624,24,27,20,27,233,233,233,233,4258,4258,4258,4258,271572,271572,271572,271572
Tumor,0,21,86,43,115,144,3336,20020,1005,1498,208,1603,5812,5812,5812,5812,3336,25,23,20,35,16,16,16,16,968,968,968,968,168257,168257,168257,168257
Tumor,1,23,73,40,73,116,0,3505,0,0,0,0,1701,1960,1442,1960,0,0,0,0,0,12,18,7,18,0,0,0,0,0,0,0,0
Tumor,0,16,83,54,89,126,1628,13029,434,345,200,544,5231,9232,1230,9232,1628,20,20,19,22,7,12,3,12,356,577,136,577,119226,214076,24377,214076
Tumor,0,6,36,21,49,96,4251,21255,783,663,361,703,13257,13257,13257,13257,4251,26,18,17,33,53,53,53,53,2651,2651,2651,2651,330159,330159,330159,330159
Tumor,0,13,54,48,79,119,1953,33213,506,351,191,554,15436,628,570,45111,1953,25,22,17,32,39,8,4,105,348,95,48,902,66368,3358,3136,192610
Tumor,0,7,33,28,49,83,5239,75971,1007,589,395,1079,52465,103765,1165,103765,5239,26,24,19,28,197,391,3,391,1969,3705,233,3705,265379,491331,39427,491331
Tumor,0,0,11,25,36,57,4921,260829,457,348,191,612,214318,214318,214318,214318,4921,23,20,16,25,4105,4105,4105,4105,15308,15308,15308,15308,399567,399567,399567,399567
Tumor,0,0,21,37,61,100,3117,143393,554,444,310,675,92982,185282,683,185282,3117,22,19,17,27,879,1754,5,1754,2176,4308,45,4308,115272,227535,3010,227535
Tumor,0,0,23,27,47,98,3663,51291,647,520,215,770,34304,68102,506,68102,3663,22,20,17,24,795,1578,12,1578,2333,4540,126,4540,50206,97944,2469,97944
Tumor,6,32,84,63,97,129,2286,12229,532,364,165,648,3253,1634,926,4416,2286,23,20,17,27,10,7,4,10,239,154,98,344,38928,22941,11128,56383
Tumor,0,5,30,29,59,108,4176,121114,635,547,305,878,73097,144900,1295,144900,4176,26,23,17,31,102,200,4,200,1292,2498,86,2498,456648,900898,12398,900898
Tumor,0,2,26,39,72,97,3339,40077,684,678,526,888,24596,24596,24596,24596,3339,19,21,19,22,110,110,110,110,2049,2049,2049,2049,228273,228273,228273,228273
Tumor,0,5,35,28,56,99,4032,30245,841,521,292,1273,18871,34612,3131,34612,4032,22,20,16,27,51,84,19,84,1295,2307,284,2307,247960,472705,23215,472705
Tumor,0,3,25,37,64,103,3063,63731,604,498,298,759,38852,4148,1041,9627,3063,20,17,16,22,129,16,11,41,629,207,64,566,90472,26039,5924,65982
Tumor,0,7,44,47,77,115,2572,20577,575,504,281,686,10290,2135,771,27965,2572,19,17,16,22,99,20,6,271,622,533,64,1271,32492,28039,4077,65362
Tumor,0,0,15,21,53,93,3789,37893,613,557,379,762,26207,2633,1809,74180,3789,22,18,16,25,90,15,9,247,958,202,201,2472,137238,29070,11598,371046
Tumor,0,1,20,27,43,66,3895,70110,509,478,326,568,55057,55057,55057,55057,3895,20,19,17,21,340,340,340,340,3238,3238,3238,3238,261856,261856,261856,261856
Tumor,0,2,21,18,33,56,4712,113094,625,556,389,830,91319,91319,91319,91319,4712,22,21,17,25,578,578,578,578,4565,4565,4565,4565,360234,360234,360234,360234
Tumor,0,8,57,32,60,103,2131,34101,537,346,212,677,19327,3928,3115,50940,2131,24,20,16,28,48,39,37,69,491,231,183,1061,136138,12069,7153,389194
Tumor,0,8,32,28,47,85,3195,38340,644,405,286,1054,25831,47704,3959,47704,3195,21,19,16,28,205,365,45,365,1216,2074,359,2074,75627,135450,15804,135450
Tumor,0,7,31,28,46,76,2962,50369,534,475,365,639,35924,35924,35924,35924,2962,19,17,16,20,528,528,528,528,2113,2113,2113,2113,71779,71779,71779,71779
Tumor,4,32,83,61,96,130,1996,21637,453,355,221,554,5961,2005,986,6452,1996,22,20,16,26,18,8,6,21,246,182,83,319,46290,18736,5002,87497
Tumor,0,3,31,26,65,108,2903,62901,542,427,280,689,36280,14384,593,93863,2903,21,18,16,25,94,94,4,185,673,388,118,1513,139725,29614,7488,382074
Tumor,0,0,11,29,41,60,4292,103016,414,343,183,574,85123,85123,85123,85123,4292,26,21,19,32,472,472,472,472,3546,3546,3546,3546,319323,319323,319323,319323
Tumor,0,0,30,73,93,108,4011,9360,796,1027,380,1149,4185,3371,2290,6895,4011,37,39,22,43,11,12,9,12,680,674,381,985,133170,89759,46963,262790
Tumor,0,1,28,22,68,105,2152,10764,351,287,115,481,5826,5826,5826,5826,2152,25,26,24,26,21,21,21,21,1165,1165,1165,1165,155829,155829,155829,155829
Tumor,16,42,94,45,69,91,1559,13098,445,369,235,513,4333,4130,1317,7541,1559,20,18,16,23,17,9,6,16,224,155,70,413,30075,35801,6742,47895
Tumor,0,13,35,48,73,99,4828,29866,449,333,201,534,14144,1677,845,3618,4828,23,21,17,27,14,9,5,16,488,263,157,532,235713,25030,12843,88359
Tumor,9,33,77,59,89,121,2113,10238,454,350,213,552,2623,1296,732,2864,2113,23,21,17,27,9,5,3,9,146,97,61,189,32135,10818,5438,32889
Tumor,11,42,85,60,82,102,1907,9699,498,322,142,793,1586,860,686,1322,1907,29,24,20,36,6,5,3,8,123,85,61,121,21056,7791,3655,17681
Tumor,7,32,78,68,100,129,2058,11229,457,360,229,543,2240,1113,718,2479,2058,22,20,16,26,7,5,3,9,133,91,60,159,23813,9553,5507,26548
Tumor,13,38,79,55,89,120,2301,11377,450,361,212,556,2732,1274,796,2898,2301,23,20,17,27,12,7,4,11,158,120,78,206,26274,11190,5464,28377
Tumor,18,46,96,53,74,94,1529,12029,433,340,168,556,3239,1315,847,1735,1529,21,20,17,26,7,6,5,8,108,75,43,127,24061,7698,3552,14661
Tumor,9,40,88,55,83,108,2483,12187,640,490,302,734,3132,874,653,2778,2483,23,21,18,26,8,7,4,11,187,86,55,284,50741,7507,3903,44595
Tumor,23,53,98,75,93,111,2742,23992,889,631,380,1067,1293,1782,840,1936,2742,25,22,18,31,6,6,4,11,544,215,93,1782,43969,29775,7997,132395
Tumor,23,56,97,72,87,104,1515,22586,496,332,137,637,888,785,585,999,1515,27,25,20,32,12,5,3,19,100,97,48,124,6643,4770,1808,5309
Tumor,19,52,98,70,90,109,2323,26334,658,497,192,894,839,526,502,1491,2323,29,24,19,30,3,2,1,6,98,71,58,165,21057,8413,2866,51892
Tumor,23,49,87,67,85,102,1993,11120,597,494,238,828,1162,919,766,1430,1993,26,23,18,31,7,6,5,8,125,114,67,205,12002,7737,3154,22052
Tumor,0,17,56,56,92,124,2182,16912,359,312,206,410,5370,2497,1104,5162,2182,18,17,15,20,29,11,7,31,331,234,110,643,56393,17773,6085,98283
Tumor,0,15,58,72,105,133,2569,12202,524,363,230,569,2715,1273,792,3328,2569,21,18,16,25,11,6,4,9,255,148,105,268,39077,18487,10514,40407
Tumor,18,47,88,63,82,100,2057,6378,713,407,149,1040,926,845,665,951,2057,26,21,19,27,6,6,3,8,96,88,76,110,9140,10724,3363,14119
Tumor,7,33,80,55,87,111,2263,15280,489,473,197,684,4150,2570,1300,6928,2263,24,20,18,30,12,12,10,17,253,158,130,428,54541,22017,5287,51812
Tumor,9,35,83,52,75,101,2100,12233,499,452,236,626,4266,1079,710,1853,2100,23,21,17,26,11,7,4,10,170,77,61,141,36431,5468,3429,14984
Tumor,4,27,75,68,101,131,1957,10659,436,341,236,507,2300,1332,803,2753,1957,21,19,16,24,10,6,4,11,149,126,61,204,23786,11792,3720,33408
Tumor,4,26,71,84,110,133,1960,9212,480,389,263,578,928,816,713,868,1960,19,17,15,23,6,6,3,11,148,108,66,153,16288,8919,2665,18430
Tumor,14,44,92,52,79,102,1840,11440,566,480,230,805,2986,1145,862,2102,1840,26,23,20,29,8,7,5,9,162,119,68,267,31030,13885,5460,29671
Tumor,13,43,85,45,74,99,1987,6572,513,472,304,601,2059,855,674,1328,1987,23,20,17,25,7,4,4,9,153,74,57,189,20623,10346,4851,12989
Tumor,0,19,58,36,65,96,3595,19261,635,584,339,795,9359,702,592,1335,3595,23,22,17,27,24,5,4,17,337,80,53,252,68097,5352,3754,16808
Tumor,8,36,82,52,76,103,2189,20678,497,389,186,637,6616,1277,765,13195,2189,26,24,19,29,17,9,4,25,288,120,79,488,59815,13576,5944,117937
Tumor,8,29,65,62,92,122,1868,9344,340,284,193,479,2005,834,730,1911,1868,22,20,17,24,8,4,3,13,140,119,100,128,16841,13306,9651,14994
Tumor,17,43,99,77,105,129,1476,10042,430,341,194,549,1094,955,816,1094,1476,20,19,16,25,6,8,4,9,137,134,109,177,13238,12787,5945,20563
Tumor,14,42,84,34,74,109,2055,18781,410,330,179,528,6256,1134,795,2492,2055,22,19,16,26,15,6,3,12,157,101,53,196,44398,7609,4714,18076
Tumor,9,35,77,52,81,105,2452,13041,560,427,246,651,3811,982,629,1386,2452,24,20,17,29,8,4,3,10,188,88,51,125,63188,7092,3925,13800
Tumor,26,58,116,63,87,110,1469,11216,519,402,245,673,1676,1096,752,1924,1469,23,20,17,26,11,9,3,13,108,70,35,113,13123,4346,2409,9942
Tumor,13,43,106,59,80,104,1896,8533,575,434,359,631,2132,1323,794,2723,1896,22,20,17,25,8,8,7,11,184,189,91,220,31969,11226,7328,23565
Tumor,24,60,115,62,96,118,1183,7099,403,373,218,515,1192,1543,545,1588,1183,21,21,17,25,7,4,2,11,103,102,51,158,9105,9632,4801,11119
Tumor,25,63,118,49,76,101,1362,9309,424,368,258,541,2163,2993,660,3758,1362,21,18,16,22,13,12,4,13,128,149,36,231,12878,12250,2783,16042
Tumor,31,68,122,60,90,116,1170,6631,414,251,178,363,917,1008,645,1100,1170,26,24,20,27,10,5,4,23,97,71,63,157,4928,4844,3636,6304
Tumor,15,42,93,62,82,102,1840,13536,546,414,223,788,3144,1021,759,2108,1840,24,22,19,29,9,5,4,9,154,65,48,122,34679,5526,3846,20165
Tumor,37,75,127,55,74,93,1081,8340,408,343,217,522,1069,923,605,1500,1081,21,19,16,22,4,4,2,6,77,88,34,108,9351,6077,3504,10788
Tumor,10,38,85,46,70,96,2245,8684,627,547,332,821,3147,918,582,2302,2245,23,20,17,26,8,5,4,9,158,71,52,147,31706,6548,3810,14631
Tumor,38,77,128,54,79,100,1231,13960,459,380,254,563,1706,1341,661,3153,1231,22,20,16,27,15,7,3,12,88,78,52,82,5630,5525,3616,7058
Tumor,9,40,96,49,71,91,2082,6248,450,327,146,583,2142,1489,730,1757,2082,22,20,17,25,9,6,5,10,255,233,87,350,28947,21624,11539,54779
Tumor,0,17,55,69,99,127,2294,15189,459,384,235,567,3646,1510,765,3311,2294,21,18,16,25,11,7,4,12,229,135,65,304,55715,14758,5098,54786
Tumor,6,28,75,77,108,137,1860,11676,448,347,191,524,1980,1119,719,2593,1860,23,20,16,27,11,7,4,12,135,86,55,160,17696,7658,3407,17541
Tumor,4,24,61,68,100,130,2348,10738,460,394,237,588,2264,1081,689,2530,2348,21,19,16,25,8,6,4,9,175,126,73,234,31386,11820,4869,31739
Tumor,7,30,73,63,99,131,2250,11655,480,361,225,575,2661,1224,721,2536,2250,22,20,16,26,10,6,4,11,149,111,66,182,25636,10601,5076,24267
Tumor,20,48,103,49,69,90,2033,12229,559,426,245,667,3591,942,610,2267,2033,22,19,16,27,8,5,3,11,130,67,40,147,35818,7324,2782,17728
Tumor,37,76,126,60,81,101,1533,10120,631,576,368,793,963,911,840,1104,1533,23,22,18,26,6,6,5,8,113,113,105,114,7545,7316,7090,7782
Tumor,14,33,75,54,69,84,2442,13578,535,424,262,666,4704,1054,640,1977,2442,21,19,16,25,8,6,4,9,175,71,52,147,70775,7178,3218,29920
Tumor,6,47,110,34,71,92,1933,13394,568,453,275,687,4344,839,749,3452,1933,22,20,16,25,46,5,3,16,246,68,41,383,27077,6394,4870,19970
Tumor,30,68,113,51,70,91,1451,14516,441,334,184,501,3011,1388,700,4647,1451,24,20,16,30,12,6,4,19,248,231,39,309,42008,20999,2516,32721
Tumor,21,48,96,54,73,92,1804,11632,491,361,185,648,3127,1095,690,1994,1804,25,22,17,30,7,6,4,9,171,79,45,160,51078,7672,2581,20160
Tumor,40,72,115,45,71,95,1407,13650,396,323,153,529,2488,1448,749,2538,1407,25,22,17,28,10,6,6,9,144,76,45,230,24790,6162,3023,25457
Tumor,21,61,119,45,69,96,1587,17463,463,363,238,544,5262,4960,1346,6506,1587,20,17,15,25,12,13,3,16,280,206,149,355,55664,36643,25944,73852
Tumor,35,69,117,50,72,95,1681,9018,418,321,167,480,1993,1225,698,4240,1681,24,21,17,28,8,6,4,12,192,122,63,214,27745,10724,4729,29415
Tumor,27,56,102,54,77,98,1832,7736,542,420,212,722,1629,989,613,1523,1832,23,21,17,28,7,7,3,9,114,77,52,181,13577,7190,3406,13922
Tumor,49,81,117,62,81,100,1571,39283,617,359,114,808,1104,1104,1104,1104,1571,28,24,20,35,10,10,10,10,220,220,220,220,12108,12108,12108,12108
Tumor,32,58,96,49,73,93,1605,10595,426,332,225,492,2136,1230,1069,2163,1605,22,21,19,23,5,6,4,6,145,111,89,216,28650,18120,15502,34427
Tumor,24,49,88,52,73,92,2292,7990,560,474,241,790,1661,938,686,1539,2292,24,21,17,29,7,6,4,9,165,80,58,130,21746,5730,4375,14794
Tumor,15,47,93,46,69,90,1848,5339,450,359,292,540,1513,1572,1054,1859,1848,23,22,20,27,10,7,6,15,207,146,131,252,16549,17247,12465,21067
Tumor,33,73,127,54,76,95,1338,7493,449,297,205,625,1302,1277,556,1795,1338,23,20,17,29,10,6,3,10,118,119,59,143,9656,9601,3974,12485
Tumor,0,13,49,71,104,133,2655,14369,499,375,237,569,3501,1590,688,2967,2655,22,19,16,25,10,5,3,9,228,155,90,258,58827,21504,10289,41177
Tumor,2,22,70,79,104,125,1937,11945,459,342,227,492,1907,2518,544,2680,1937,22,18,15,24,12,10,2,12,245,243,90,359,31088,26258,10877,37299
Tumor,0,21,74,72,102,130,1943,14294,465,386,247,565,2974,1335,772,3621,1943,20,18,15,23,13,8,4,15,257,201,65,299,34702,13880,6480,43088
Tumor,0,20,62,73,104,132,2193,11146,473,348,188,558,2349,1496,822,2451,2193,24,20,16,28,14,7,4,12,196,152,84,244,20951,15876,7438,27002
Tumor,20,49,93,61,80,98,1974,9844,589,449,202,755,1329,734,621,1111,1974,26,22,18,30,10,6,4,9,114,73,49,130,10892,4528,2669,12716
Tumor,31,81,133,57,86,108,1344,5376,422,444,326,509,1094,962,635,1687,1344,23,20,17,26,8,9,6,9,132,106,105,187,11494,5650,3378,25454
Tumor,7,33,82,28,63,92,2080,18720,439,340,116,628,8008,9611,6405,9611,2080,25,24,22,28,42,64,21,64,477,600,355,600,48923,53412,44434,53412
Tumor,12,39,86,42,69,92,2337,9056,575,568,197,805,2963,1225,902,4940,2337,23,19,17,28,12,10,7,22,239,175,97,547,29547,14732,7386,68190
Tumor,16,43,87,54,73,91,1761,5825,425,363,214,558,1262,948,606,1490,1761,21,20,17,23,6,5,4,7,178,110,71,178,25615,8243,3925,29250
Tumor,18,46,88,59,76,94,1829,6403,460,333,184,558,946,692,622,1008,1829,22,20,18,24,6,5,4,7,102,89,50,127,14251,6170,3364,9359
Tumor,39,70,108,48,73,94,1727,12958,534,333,143,702,1942,2109,1775,2109,1727,26,26,21,28,18,29,7,29,230,263,197,263,21830,37696,5965,37696
Tumor,0,23,66,63,100,132,2130,17047,405,335,216,502,4480,1907,800,3674,2130,21,19,16,24,17,6,4,14,238,153,90,255,43894,14475,8390,42605
Tumor,2,25,64,45,68,98,2267,13604,396,272,99,507,5910,7836,2252,12974,2267,22,22,18,25,18,23,8,35,469,563,435,589,73058,102677,71393,108812
Tumor,12,44,94,35,71,104,1927,13104,492,458,131,649,4799,2525,787,6659,1927,22,20,17,26,16,13,3,19,307,332,49,478,39879,40473,5475,68669
Tumor,2,27,73,32,63,99,2730,23547,495,337,191,574,11183,962,584,13129,2730,23,20,17,27,54,6,2,42,352,217,64,492,68585,22980,4870,53716
Tumor,0,0,15,32,48,76,4013,82950,493,418,231,581,62566,3539,886,183275,4013,21,20,17,25,1122,14,2,3350,2750,221,63,7968,86278,27016,13869,217950
Tumor,0,0,21,32,51,83,3261,58712,493,557,170,727,41237,41237,41237,41237,3261,22,20,17,26,77,77,77,77,2290,2290,2290,2290,612667,612667,612667,612667
Tumor,0,1,25,36,52,81,3694,24628,557,419,227,693,17866,2053,1663,49882,3694,24,20,17,29,383,42,6,1103,1302,205,138,3563,34393,17697,4958,80526
Tumor,0,4,36,41,82,121,16236,8118,515,515,515,515,3505,5206,1805,5206,16236,18,18,18,18,38,43,33,43,3505,5206,1805,5206,181024,313886,48162,313886
Tumor,0,3,27,33,57,92,3776,64203,633,453,206,785,42213,796,695,125149,3776,25,21,17,33,375,11,2,1112,1592,79,63,4635,90377,7701,2794,260638
Tumor,0,4,27,28,57,89,2386,44153,322,287,174,395,28801,34945,2822,76434,2386,21,19,16,26,131,189,9,326,624,1158,108,1164,67211,107578,16678,135485
Tumor,0,1,24,30,51,92,3790,138747,695,505,268,868,94721,710,623,1008,3790,24,21,18,28,473,6,4,13,887,78,61,91,87635,5628,3859,9873
Tumor,23,44,80,55,81,108,2096,8953,385,315,226,491,1738,1032,728,1559,2096,20,19,17,23,6,4,3,9,172,123,72,250,26851,11450,6166,33661
Tumor,0,9,38,32,55,84,2120,84130,422,306,198,496,57283,6910,1308,163632,2120,22,19,17,24,194,35,5,543,813,575,87,1778,111587,56099,11122,267540
Tumor,0,1,17,31,45,69,5214,153832,609,500,216,838,119719,238866,572,238866,5214,25,21,17,30,624,1237,11,1237,2754,5428,81,5428,262908,523740,2077,523740
Tumor,0,1,18,25,39,62,3909,54735,431,474,253,530,44168,44168,44168,44168,3909,21,21,17,24,278,278,278,278,3154,3154,3154,3154,250507,250507,250507,250507
Tumor,0,5,32,37,54,84,2438,200337,495,369,229,614,138333,3877,615,4207,2438,25,22,18,30,258,8,4,18,690,233,50,352,171479,36778,6332,56027
Tumor,0,5,31,31,58,98,2600,10400,445,541,528,624,6689,6689,6689,6689,2600,27,25,23,43,196,196,196,196,1672,1672,1672,1672,28533,28533,28533,28533
Tumor,0,6,34,30,53,89,3808,72364,702,633,210,930,47241,47241,47241,47241,3808,21,19,16,22,1339,1339,1339,1339,3149,3149,3149,3149,55554,55554,55554,55554
Tumor,0,3,29,37,59,93,3381,171097,644,504,289,815,112758,710,690,965,3381,24,21,18,28,111,8,6,10,593,69,54,74,291308,2951,2654,4352
Tumor,0,3,37,36,52,89,10800,21600,1790,2487,1093,2487,14641,14641,14641,14641,10800,20,21,19,21,360,360,360,360,7320,7320,7320,7320,148713,148713,148713,148713
Tumor,0,8,44,42,69,100,3211,15416,755,743,321,1189,8519,1786,1201,2148,3211,27,26,20,32,18,8,7,17,429,148,92,306,111871,18485,7632,25311
Tumor,19,41,86,51,66,82,2333,11668,602,416,238,798,3950,1156,876,3444,2333,23,21,17,27,9,7,4,13,229,123,69,276,46104,13454,5100,24175
Tumor,0,6,29,19,46,78,3260,202567,476,340,217,605,144485,1308,889,4298,3260,22,20,17,25,396,8,5,39,853,111,87,390,145145,13326,9839,21229
Tumor,0,5,35,38,69,107,2308,15006,519,381,290,792,8600,16227,973,16227,2308,18,17,16,19,45,76,14,76,678,1248,108,1248,67947,132360,3535,132360
Tumor,0,1,25,18,49,96,4725,81906,704,547,370,971,52856,645,645,157280,4725,20,20,17,24,138,4,3,409,1219,92,71,3495,228343,7254,6753,671023
Tumor,0,1,28,37,69,101,2938,26445,549,522,307,643,14842,14842,14842,14842,2938,18,18,16,19,37,37,37,37,1649,1649,1649,1649,322859,322859,322859,322859
Tumor,0,4,41,23,84,118,2552,15312,543,464,345,865,6826,13095,557,13095,2552,18,18,15,23,18,36,1,36,570,1091,50,1091,102105,195179,9031,195179
Tumor,0,2,29,16,60,109,2721,43550,586,485,265,813,25483,25483,25483,25483,2721,22,20,18,28,117,117,117,117,1592,1592,1592,1592,172129,172129,172129,172129
Tumor,0,8,50,35,72,109,8484,4242,646,646,646,646,2255,2962,1549,2962,8484,32,32,32,32,10,11,9,11,2255,2962,1549,2962,249115,372825,125406,372825
Tumor,0,1,26,38,59,90,4411,132344,673,695,191,986,88451,88451,88451,88451,4411,24,24,20,29,154,154,154,154,2948,2948,2948,2948,846468,846468,846468,846468
Tumor,0,1,16,34,49,72,7845,70612,915,886,330,1090,55010,55010,55010,55010,7845,24,22,20,26,121,121,121,121,6112,6112,6112,6112,1382147,1382147,1382147,1382147
Tumor,0,0,13,32,47,70,5440,43521,598,557,474,821,34430,34430,34430,34430,5440,18,20,16,23,601,601,601,601,4303,4303,4303,4303,123174,123174,123174,123174
Tumor,11,34,73,37,64,93,2489,25073,450,323,185,551,10666,1321,809,3079,2489,23,21,17,27,9,4,3,10,202,87,58,197,118575,13614,5257,29023
Tumor,0,4,47,37,85,111,3869,7739,898,1212,516,1251,3786,4544,2174,4642,3869,25,28,22,29,28,28,10,46,803,757,724,928,61542,59374,46757,78495
Tumor,0,0,12,36,50,69,5414,89344,521,435,169,613,72942,145383,502,145383,5414,21,21,17,26,1307,2610,5,2610,4100,8076,125,8076,115409,224941,5877,224941
Tumor,0,3,20,14,40,73,4122,53592,698,639,381,786,40529,40529,40529,40529,4122,30,21,18,35,270,270,270,270,3117,3117,3117,3117,233427,233427,233427,233427
Tumor,0,0,13,34,48,81,6919,44979,903,786,603,933,32998,65047,949,65047,6919,26,26,22,32,231,460,3,460,3051,5913,189,5913,221595,417916,25274,417916
Tumor,0,4,25,28,49,91,4209,16836,795,156,145,2768,11848,11848,11848,11848,4209,34,38,33,40,255,255,255,255,2962,2962,2962,2962,68547,68547,68547,68547
Tumor,0,0,29,37,56,101,4247,23362,920,677,530,1433,14754,26593,2916,26593,4247,20,17,16,21,53,86,20,86,1354,2417,291,2417,195654,370747,20561,370747
Tumor,0,0,22,32,53,86,3468,36423,730,508,406,741,25324,49775,873,49775,3468,26,25,20,31,245,485,5,485,1609,2927,291,2927,87194,149946,24442,149946
Tumor,0,14,46,26,62,99,3512,45657,439,356,145,571,25069,46369,3770,46369,3512,22,20,16,23,42,71,13,71,1062,1783,342,1783,313270,577693,48847,577693
Tumor,0,2,16,32,50,79,5113,163618,619,449,236,548,124914,124914,124914,124914,5113,22,19,17,23,255,255,255,255,3903,3903,3903,3903,955394,955394,955394,955394
Tumor,0,2,18,34,51,80,4198,40582,579,444,250,546,29666,2185,1040,85773,4198,25,19,17,28,211,12,4,619,1279,437,104,3298,93577,39033,13351,228347
Tumor,0,4,23,33,51,84,3506,33310,552,393,246,546,23114,28727,17502,28727,3506,25,22,17,27,115,126,105,126,1344,1595,1093,1595,146329,216880,75779,216880
Tumor,0,6,50,36,61,101,3970,11912,951,779,629,1327,6942,9407,878,10542,3970,22,22,17,24,60,74,11,95,1080,1045,878,1317,59757,51415,34772,93084
Tumor,0,2,32,25,79,107,4367,25479,815,486,250,811,13567,3856,794,15393,4367,25,22,16,30,57,6,4,20,646,350,140,905,119663,124003,13855,215600
